id,link,title,year,category,file
S0167880922002560,https://www.sciencedirect.com/science/article/pii/S0167880922002560,Impact of crop exposure and agricultural intensification on the phenotypic variation of bees,2022,agriculture,S0167880922002560,https://www.sciencedirect.com/science/article/pii/S0167880922002560/pdfft?md5=db7cbb29e376c9232bebc1c8c578230c&pid=1-s2.0-S0167880922002560-main.pdf
S0160412021003615,https://www.sciencedirect.com/science/article/pii/S0160412021003615,Distribution and partitioning of pyrethroid insecticides in agricultural lands: Critical influencing factors,2021,agriculture,S0160412021003615,https://www.sciencedirect.com/science/article/pii/S0160412021003615/pdfft?md5=635460ab304f039449690b4fc9a0389a&pid=1-s2.0-S0160412021003615-main.pdf
S0959652621010477,https://www.sciencedirect.com/science/article/pii/S0959652621010477,Farmers intention to adopt sustainable agriculture hinges on climate awareness: The case of Vietnamese coffee,2021,agriculture,S0959652621010477,https://www.sciencedirect.com/science/article/pii/S0959652621010477/pdfft?md5=31907fa3d9620368e372d869569323c6&pid=1-s2.0-S0959652621010477-main.pdf
S2589004222018867,https://www.sciencedirect.com/science/article/pii/S2589004222018867,Archaic introgression contributed to the pre-agriculture adaptation of vitamin B1 metabolism in East Asia,2022,agriculture,S2589004222018867,https://www.sciencedirect.com/science/article/pii/S2589004222018867/pdfft?md5=8e0041c3a08a7b1c851fdd9c89347669&pid=1-s2.0-S2589004222018867-main.pdf
S0925753521000369,https://www.sciencedirect.com/science/article/pii/S0925753521000369,Response from the authors of the article “Critical review of the role of personal protective Equipment (PPE) in the prevention of risks related to agricultural pesticide use” to the letter to the editor from the European crop protection association (ECPA) Occupational and bystander exposure expert group (OBEEG),2021,agriculture,S0925753521000369,https://www.sciencedirect.com/science/article/pii/S0925753521000369/pdfft?md5=d726974e4a3d21cf57e19227e2d6c61a&pid=1-s2.0-S0925753521000369-main.pdf
S266682112100154X,https://www.sciencedirect.com/science/article/pii/S266682112100154X,Bio-waste valorisation: Agricultural wastes as biosorbents for removal of (in)organic pollutants in wastewater treatment,2021,agriculture,S266682112100154X,https://www.sciencedirect.com/science/article/pii/S266682112100154X/pdfft?md5=05518f577a853907c729345a7df353b5&pid=1-s2.0-S266682112100154X-main.pdf
S1470160X2100412X,https://www.sciencedirect.com/science/article/pii/S1470160X2100412X,Importance of stopping groundwater irrigation for balancing agriculture and wetland ecosystem,2021,agriculture,S1470160X2100412X,https://www.sciencedirect.com/science/article/pii/S1470160X2100412X/pdfft?md5=2c31f6479522a05423b6f9a81d5ed9dd&pid=1-s2.0-S1470160X2100412X-main.pdf
S2405880721000066,https://www.sciencedirect.com/science/article/pii/S2405880721000066,Understanding climate services for enhancing resilient agricultural systems in Anglophone West Africa: The case of Ghana,2021,agriculture,S2405880721000066,https://www.sciencedirect.com/science/article/pii/S2405880721000066/pdfft?md5=f45a830d6f05e8f8d0c1f50f3b8e740d&pid=1-s2.0-S2405880721000066-main.pdf
S0196890422008871,https://www.sciencedirect.com/science/article/pii/S0196890422008871,H2-rich syngas production from pyrolysis of agricultural waste digestate coupled with the hydrothermal carbonization process,2022,agriculture,S0196890422008871,https://www.sciencedirect.com/science/article/pii/S0196890422008871/pdfft?md5=5499e02b8afaaebae56b3cb27c5720b2&pid=1-s2.0-S0196890422008871-main.pdf
S0264837720301538,https://www.sciencedirect.com/science/article/pii/S0264837720301538,The significance of different realms of value for agricultural land in Sweden,2020,agriculture,S0264837720301538,https://www.sciencedirect.com/science/article/pii/S0264837720301538/pdfft?md5=8537e28d009705fbff7e4bdb24d61a52&pid=1-s2.0-S0264837720301538-main.pdf
S2405880722000164,https://www.sciencedirect.com/science/article/pii/S2405880722000164,"Stimulating small-scale farmer innovation and adaptation with Participatory Integrated Climate Services for Agriculture (PICSA): Lessons from successful implementation in Africa, Latin America, the Caribbean and South Asia",2022,agriculture,S2405880722000164,https://www.sciencedirect.com/science/article/pii/S2405880722000164/pdfft?md5=24758ca57f0beb4146e44b2c92352489&pid=1-s2.0-S2405880722000164-main.pdf
S0167880922000160,https://www.sciencedirect.com/science/article/pii/S0167880922000160,"The impact of crop diversification, tillage and fertilization type on soil total microbial, fungal and bacterial abundance: A worldwide meta-analysis of agricultural sites",2022,agriculture,S0167880922000160,https://www.sciencedirect.com/science/article/pii/S0167880922000160/pdfft?md5=f7020b74da3a4cbc2b24ded9de0e2299&pid=1-s2.0-S0167880922000160-main.pdf
S0147651321004395,https://www.sciencedirect.com/science/article/pii/S0147651321004395,"Agricultural land-use change exacerbates the dissemination of antibiotic resistance genes via surface runoffs in Lake Tai Basin, China",2021,agriculture,S0147651321004395,https://www.sciencedirect.com/science/article/pii/S0147651321004395/pdfft?md5=2e0682d6e276b43d85deccc8d51a5665&pid=1-s2.0-S0147651321004395-main.pdf
S0301479722021363,https://www.sciencedirect.com/science/article/pii/S0301479722021363,Pathways for governance opportunities: Social network analysis to create targeted and effective policies for agricultural and environmental development,2022,agriculture,S0301479722021363,https://www.sciencedirect.com/science/article/pii/S0301479722021363/pdfft?md5=a9ed764460dac96e9e8f68be5cf80d70&pid=1-s2.0-S0301479722021363-main.pdf
S0959652621024501,https://www.sciencedirect.com/science/article/pii/S0959652621024501,"Exploring the economic, social, and environmental dimensions of community-supported agriculture in Italy",2021,agriculture,S0959652621024501,https://www.sciencedirect.com/science/article/pii/S0959652621024501/pdfft?md5=625d9b2453d5119887e895a7996b2fac&pid=1-s2.0-S0959652621024501-main.pdf
S1319562X20304459,https://www.sciencedirect.com/science/article/pii/S1319562X20304459,Measuring the impact of water scarcity on agricultural economic development in Saudi Arabia,2020,agriculture,S1319562X20304459,https://www.sciencedirect.com/science/article/pii/S1319562X20304459/pdfft?md5=ede3e2c1bbf400f8e3277e65549482c9&pid=1-s2.0-S1319562X20304459-main.pdf
S2212041620301376,https://www.sciencedirect.com/science/article/pii/S2212041620301376,Environmental pressure of the European agricultural system: Anticipating the biophysical consequences of internalization,2020,agriculture,S2212041620301376,https://www.sciencedirect.com/science/article/pii/S2212041620301376/pdfft?md5=c6986555456fa44f6a1dfa580b9fc437&pid=1-s2.0-S2212041620301376-main.pdf
S0308521X2200004X,https://www.sciencedirect.com/science/article/pii/S0308521X2200004X,Accelerating the transition towards sustainable agriculture: The case of organic dairy farming in the Netherlands,2022,agriculture,S0308521X2200004X,https://www.sciencedirect.com/science/article/pii/S0308521X2200004X/pdfft?md5=594c336cb7ffefabbaedd2002f484d79&pid=1-s2.0-S0308521X2200004X-main.pdf
S0959652622028013,https://www.sciencedirect.com/science/article/pii/S0959652622028013,Comparative environmental footprints of lettuce supplied by hydroponic controlled-environment agriculture and field-based supply chains,2022,agriculture,S0959652622028013,https://www.sciencedirect.com/science/article/pii/S0959652622028013/pdfft?md5=9d03b2d74760ca61751e441dcd2585ee&pid=1-s2.0-S0959652622028013-main.pdf
S1389934121001106,https://www.sciencedirect.com/science/article/pii/S1389934121001106,Landholders' perceptions on legal reserves and agricultural intensification: Diversity and implications for forest conservation in the eastern Brazilian Amazon,2021,agriculture,S1389934121001106,https://www.sciencedirect.com/science/article/pii/S1389934121001106/pdfft?md5=d5df90c5f9612f442a5640ee3ad10096&pid=1-s2.0-S1389934121001106-main.pdf
